Postcode Area;Post town;Content Area;Content Code;Op Co;TIS;Other TIS;Character Count;Locality ID;Found Locality Name
OL;Rochdale;Tameside;TME;Greater Manchester;"SMA, SWI, FM";STR;8;ZYX3394;"Rochdale, Rochdale"
SK;Stalybridge;Tameside;TME;Greater Manchester;"SMA, SWI, FM";STR;11;ZYX3404;"Stalybridge, Tameside"
BL;Bolton;Wigan;WGN;Greater Manchester;"SMA, SWI, FM";STR;6;ZYX25614;"Bolton, Bolton"
WN;Leigh;Wigan;WGN;Greater Manchester;"SMA, SWI, FM";STR;5;ZYX25627;"Leigh, Lancashire"
WN;Wigan;Wigan;WGN;Greater Manchester;"SMA, SWI, FM";STR;6;ZYX2993;"Wigan, Wigan"
CH;Chester;Cheshire;CSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2740;"Chester, Cheshire"
CH;Ellesmere Port;Cheshire;CSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";14;ZYX2738;"Ellesmere Port, Cheshire"
WA;Frodsham;Cheshire;CSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";8;ZYX2784;"Frodsham, Cheshire"
CH;Neston;Cheshire;CSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";6;ZYX2699;"Neston, Cheshire"
BB;Accrington;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";10;ZYX3007;"Accrington, Lancashire"
BB;Blackburn;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX3001;"Blackburn, Lancashire"
FY;Blackpool;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX2707;"Blackpool, Lancashire"
PR;Chorley;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2994;"Chorley, Lancashire"
BB;Clitheroe;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX2810;"Clitheroe, Lancashire"
FY;Fleetwood;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX2717;"Fleetwood, Lancashire"
PR;Leyland;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2986;"Leyland, Lancashire"
FY;Lytham St Anne's;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";16;ZYX2712;St Annes
L;Ormskirk;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";8;ZYX2745;"Ormskirk, Lancashire"
FY;Poulton-le-Fylde;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";16;ZYX2727;"Poulton-Le-Fylde, Lancashire"
PR;Preston;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2787;"Preston, Lancashire"
FY;Thornron-Cleveleys;Lancashire;LCE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";18;ZYX2713;Cleveleys
CH;Birkenhead;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";10;ZYX2714;"Birkenhead, Wirral"
L;Bootle;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";6;ZYX2720;"Bootle, Liverpool"
L;Liverpool;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX3068;"Liverpool, Liverpool"
CH;Prenton;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2703;"Prenton, Wirral"
L;Prescot;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";7;ZYX2765;"Prescot, Knowsley"
PR;Southport;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX2721;"Southport, Sefton"
WA;St Helens;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";9;ZYX2982;"St Helens, Saint Helens"
CH;Wallasey;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";8;ZYX2700;"Wallasey, Wirral"
CH;Wirral;Merseyside;MSE;Merseyside & South Lancashire;"STR, SME, SWR, SCR, STCR, PBT";"SMA, SNW";6;ZYX26838;Wirral
LE;Hinckley;Leicestershire;LSE;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX24181;"Hinckley, Leicestershire"
LE;Leicester;Leicestershire;LSE;Midlands;"STA, ST";"MRS, SOX, VI";9;ZYX24238;"Leicester, Leicester"
LE;Market Harborough;Leicestershire;LSE;Midlands;"STA, ST";"MRS, SOX, VI";17;ZYX24266;"Market Harborough, Leicestershire"
MK;Milton Keynes;Milton Keynes;MKE;Midlands;"STA, ST";"MRS, SOX, VI";13;ZYX24963;"Central Milton Keynes, Buckinghamshire"
NN;Corby;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";5;ZYX24311;"Corby, Northamptonshire"
NN;Daventry;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX24232;Daventry
NN;Kettering;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";9;ZYX24303;"Kettering, Northamptonshire"
NN;Northampton;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";11;ZYX24274;"Northampton, Northamptonshire"
NN;Rushden;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";7;ZYX21027;"Rushden, Northamptonshire"
NN;Towcester;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";9;ZYX20142;"Towcester, Northamptonshire"
NN;Wellingborough;Northamptonshire;NHS;Midlands;"STA, ST";"MRS, SOX, VI";14;ZYX24317;"Wellingborough, Northamptonshire"
B;Tamworth;Staffordshire;SFF;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15439;"Tamworth, Staffordshire"
CV;Atherstone;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";10;ZYX15447;"Atherstone, Warwickshire"
CV;Bedworth;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15448;"Bedworth, Warwickshire"
CV;Coventry;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15518;"Coventry, Warwickshire"
CV;Kenilworth;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";10;ZYX15445;"Kenilworth, Warwickshire"
CV;Leamington Spa;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";14;ZYX25384;Royal Leamingston Spa
CV;Nuneaton;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15401;"Nuneaton, Warwickshire"
CV;Rugby;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";5;ZYX15402;"Rugby, Warwickshire"
CV;Shipston-on-Stour;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";17;ZYX25396;"Shipston-On-Stour, Warwickshire"
CV;Southam;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";7;ZYX14915;"Southam, Warwickshire"
CV;Stratford-upon-Avon;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";19;ZYX15438;"Stratford-Upon-Avon, Warwickshire"
CV;Warwick;Warwickshire & Coventry;WNC;Midlands;"STA, ST";"MRS, SOX, VI";7;ZYX15444;"Warwick, Warwickshire"
B;Alcester;Worcestershire;WSR;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15425;"Alcester, Warwickshire"
WR;Evesham;Worcestershire;WSR;Midlands;"STA, ST";"MRS, SOX, VI";7;ZYX15379;Evesham
WR;Pershore;Worcestershire;WSR;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15368;Pershore
B;Redditch;Worcestershire;WSR;Midlands;"STA, ST";"MRS, SOX, VI";8;ZYX15381;Redditch
B;Studley;Worcestershire;WSR;Midlands;"STA, ST";"MRS, SOX, VI";7;ZYX15169;"Studley, Warwickshire"
TS;Hartlepool;Hartlepool;HPL;North East;"SIN, SSS, SIS, SOT, SIH";SNW;10;ZYX24207;"Hartlepool Town Centre, Hartlepool"
NE;Blaydon-on-Tyne;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;15;ZYX26831;Blaydon-on-Tyne
NE;Gateshead;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;9;ZYX26833;Gateshead
NE;Newcastle upon Tyne;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;19;ZYX19082;"Newcastle Upon Tyne (City Centre), Newcastle Upon Tyne"
NE;Prudhoe;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;7;ZYX24116;"Prudhoe, Northumberland"
NE;Rowlands Gill;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;13;ZYX18928;"Rowlands Gill, Gateshead"
NE;Ryton;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;5;ZYX18895;"Ryton, Gateshead"
NE;Wallsend;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;8;ZYX19133;"Wallsend, North Tyneside"
NE;Wylam;Newcastle upon Tyne;NUT;North East;"SIN, SSS, SIS, SOT, SIH";SNW;5;ZYX24117;"Wylam, Northumberland"
NE;Boldon Colliery;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;15;ZYX26832;Boldon Colliery
NE;East Boldon;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;11;ZYX25766;"East Boldon (South Shields), South Tyneside"
NE;Hebburn;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;7;ZYX19247;"Hebburn (South Shields), South Tyneside"
NE;Jarrow;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;6;ZYX26006;Jarrow
NE;North Shields;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;13;ZYX24167;"North Shields, North Tyneside"
NE;South Shields;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;13;ZYX24170;"South Shields, South Tyneside"
NE;Whitley Bay;South Shields;SSS;North East;"SIN, SSS, SIS, SOT, SIH";SNW;11;ZYX24168;"Whitley Bay, North Tyneside"
SR;Sunderland;Sunderland;SLD;North East;"SIN, SSS, SIS, SOT, SIH";SNW;10;ZYX24175;"Sunderland, Sunderland"
NE;Washington;Sunderland;SLD;North East;"SIN, SSS, SIS, SOT, SIH";SNW;10;ZYX21496;"Washington, West Sussex"
TS;Billingham;Teesside;TES;North East;"SIN, SSS, SIS, SOT, SIH";SNW;10;ZYX24195;"Billingham, Stockton-On-Tees"
TS;Middlesbrough;Teesside;TES;North East;"SIN, SSS, SIS, SOT, SIH";SNW;13;ZYX24201;"Middlesbrough, Middlesbrough"
TS;Stockton-on-Tees;Teesside;TES;North East;"SIN, SSS, SIS, SOT, SIH";SNW;16;ZYX24189;"Stockton-On-Tees, Stockton-On-Tees"
AB;Aberdeen;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX15530;"Aberdeen, Aberdeen City"
AB;Aboyne;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX15541;"Aboyne, Aberdeenshire"
AB;Alford (Aberdeenshire);Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";22;ZYX26616;"Alford, Aberdeenshire"
AB;Ballater;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX15685;"Ballater, Aberdeenshire"
AB;Banchory;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX15708;"Banchory, Aberdeenshire"
AB;Ellon;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX16281;"Ellon, Aberdeenshire"
AB;Fraserburgh;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX16370;"Fraserburgh, Aberdeenshire"
AB;Insch;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX16548;"Insch, Aberdeenshire"
AB;Inverurie;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX16572;"Inverurie, Aberdeenshire"
AB;Laurencekirk;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX16773;"Laurencekirk, Aberdeenshire"
AB;Milltimber;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX16944;"Milltimber, Aberdeen City"
AB;Peterculter;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX17121;"Peterculter, Aberdeen City"
AB;Peterhead;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX17122;"Peterhead, Aberdeenshire"
AB;Stonehaven;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX17382;"Stonehaven, Aberdeenshire"
AB;Strathdon;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX17394;"Strathdon, Aberdeenshire"
AB;Turriff;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX17499;"Turriff, Aberdeenshire"
AB;Westhill;Aberdeenshire;ABD;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX17557;"Westhill, Aberdeenshire"
PH;Aviemore;Aviemore;AME;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX15652;"Aviemore, Highland"
PH;Boat of Garten;Aviemore;AME;North Scotland;"HI, OC, BB, SCCL";"BB, HI";14;ZYX15786;"Boat Of Garten, Highland"
PH;Carrbridge;Aviemore;AME;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX15927;"Carrbridge, Highland"
PH;Dalwhinnie;Aviemore;AME;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX16139;"Dalwhinnie, Highland"
PH;Grantown-on-Spey;Aviemore;AME;North Scotland;"HI, OC, BB, SCCL";"BB, HI";16;ZYX16460;"Grantown-On-Spey, Highland"
KW;Berriedale;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX15752;"Berriedale, Highland"
KW;Brora;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX15851;"Brora, Highland"
KW;Dunbeath;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16208;"Dunbeath, Highland"
KW;Golspie;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16448;"Golspie, Highland"
KW;Halkirk;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16487;"Halkirk, Highland"
KW;Helmsdale;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX16503;"Helmsdale, Highland"
KW;Latheron;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16769;"Latheron, Highland"
KW;Lybster;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16882;"Lybster, Highland"
KW;Thurso;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX17446;"Thurso, Highland"
KW;Wick;Caithness;CNS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";4;ZYX17577;"Wick, Highland"
PH;Acharacle;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX15546;"Acharacle, Highland"
PH;Arisaig;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX15618;"Arisaig, Highland"
PH;Ballachulish;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX15682;"Ballachulish, Highland"
PH;Corrour;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX18490;"Corrour, Highland"
PH;Fort Augustus;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";13;ZYX16357;"Fort Augustus, Highland"
PH;Fort William;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX16359;"Fort William, Highland"
PH;Glenfinnan;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX16436;"Glenfinnan, Highland"
PH;Invergarry;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX16560;"Invergarry, Highland"
PH;Isle of Canna;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";13;ZYX18023;"Canna, Highland"
PH;Isle of Eigg;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX18025;"Eigg, Highland"
PH;Isle of Rum;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX18024;"Rum, Highland"
PH;Kinlochleven;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX16685;"Kinlochleven, Highland"
PH;Lochailort;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX16824;"Lochailort, Highland"
PH;Mallaig;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16897;"Mallaig, Highland"
PH;Roy Bridge;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";10;ZYX17254;Roy Bridge
PH;Spean Bridge;Fort William;FWM;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX17339;"Spean Bridge, Highland"
IV;Alness;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX15576;"Alness, Highland"
IV;Ardgay;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX15600;"Ardgay, Highland"
IV;Avoch;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX15653;"Avoch, Highland"
IV;Beauly;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX15737;"Beauly, Highland"
IV;Cromarty;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16075;"Cromarty, Highland"
IV;Dingwall;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16155;"Dingwall, Highland"
IV;Dornoch;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16164;"Dornoch, Highland"
IV;Fortrose;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16363;"Fortrose, Highland"
IV;Gairloch;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16376;"Gairloch, Highland"
IV;Garve;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX16396;"Garve, Highland"
IV;Invergordon;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX16561;"Invergordon, Highland"
IV;Inverness;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX16569;"Inverness, Highland"
IV;Muir of Ord;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX16989;"Muir Of Ord, Highland"
IV;Munlochy;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16997;"Munlochy, Highland"
IV;Nairn;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX17004;"Nairn, Highland"
IV;Strathpeffer;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX17396;"Strathpeffer, Highland"
IV;Tain;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";4;ZYX17420;"Tain, Highland"
IV;Ullapool;Inverness;INS;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX17513;"Ullapool, Highland"
IV;Isle of Skye;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX26844;Isle of Skye
IV;Kyle;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";4;ZYX16745;"Kyle Of Lochalsh, Highland"
IV;Plockton;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX17141;"Plockton, Highland"
IV;Portree;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX17177;"Portree, Highland"
IV;Strathcarron;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX18277;"Strathcarron, Highland"
IV;Strome Ferry;Isle of Skye;SKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";12;ZYX17402;"Stromeferry, Highland"
AB;Aberlour;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX15964;"Charlestown Of Aberlour, Moray"
AB;Ballindalloch;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";13;ZYX26845;Ballindalloch
AB;Banff;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX15709;"Banff, Aberdeenshire"
AB;Buckie;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX15861;"Buckie, Moray"
IV;Elgin;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX16277;"Elgin, Moray"
IV;Fochabers;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX16344;"Fochabers, Moray"
IV;Forres;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX16355;"Forres, Moray"
AB;Huntly;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX16532;"Huntly, Aberdeenshire"
AB;Keith;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";5;ZYX16593;"Keith, Moray"
IV;Lossiemouth;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";11;ZYX16863;"Lossiemouth, Moray"
AB;Macduff;Moray;MRY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";7;ZYX16889;"Macduff, Aberdeenshire"
KW;Forsinard;Orkney;OKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX16356;"Forsinard, Highland"
KW;Kinbrace;Orkney;OKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16658;"Kinbrace, Highland"
KW;Kirkwall;Orkney;OKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";8;ZYX16730;"Kirkwall, Orkney Islands"
KW;Orkney;Orkney;OKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";6;ZYX26846;Orkney
KW;Stromness;Orkney;OKY;North Scotland;"HI, OC, BB, SCCL";"BB, HI";9;ZYX17403;"Stromness, Orkney Islands"
OX;Abingdon;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";8;ZYX24198;"Abingdon, Oxfordshire"
OX;Bampton;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";7;ZYX19227;"Bampton, Oxfordshire"
OX;Banbury;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";7;ZYX3529;"Banbury Town Centre, Oxfordshire"
OX;Bicester;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";8;ZYX24235;"Bicester, Oxfordshire"
NN;Brackley;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";8;ZYX24236;"Brackley, Northamptonshire"
OX;Burford;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";7;ZYX24138;"Burford, Oxfordshire"
OX;Carterton;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";9;ZYX19194;"Carterton, Oxfordshire"
OX;Chinnor;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";7;ZYX24272;"Chinnor, Oxfordshire"
OX;Chipping Norton;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";15;ZYX24154;"Chipping Norton, Oxfordshire"
OX;Didcot;Oxfordshire;SOX;Oxfordshire;"SOX, MRS, OBC";"ST, STS";6;ZYX24204;"Didcot, Oxfordshire"
